Article,MBTI
"그들은 단지 다른 사람들을 돕기를 희망하지 않습니다. 그들은 행동을 취합니다 - 즉, 소매를 굴려서 친구, 가족 및 필요한 다른 사람을 돌보는 데 필요한 일을하는 것이 행복하다는 것을 의미합니다.",ISFJ
"ISFJ는 다른 사람들의 감정에 관심이있어 자신의 생각을 알리거나 기여에 대해 정식으로 얻은 신용을 얻는 것을 거부 할 수 있습니다. 그들은 종종 자신의 노력을 더 잘 수행 할 수 있다고 생각할 때 자신의 노력을 완전히 무시합니다. 숨기려고 노력할 수도 있지만,이 성격 유형을 가진 사람들은 다른 사람들의 의견에 깊이 민감하며, 버릴 수 있습니다.누군가가 감사하지 않거나 승인하거나 동의하는 경우 균형.",ISFJ
"그들이 의도적이지 않은 경우에도 비판이나 의견 불일치에 직면 할 때, ISFJS는 마치 개인적인 공격을 경험하는 것처럼 느낄 수 있습니다. Private and Reserved, ISFJ 성격은 자신의 감정, 특히 부정적인 감정을 내재화하는 경향이 있습니다. 이것은 그들의 관계에서 오해를 일으킬 수 있습니다.",ISFJ
"결국, 그들의 억압 된 감정과 분노는 갑자기 불만의 비난적인 폭발로 끓을 수 있습니다. isfjs는 변화로 가장 어려움을 겪는 성격 유형 중 하나입니다. 역사와 선례에 큰 가치를 두는이 꾸준한 성격들에게는 전통을 깨는 것이 쉽지 않습니다.",ISFJ
"변화가 필요하더라도, 코스를 바꾸기 전에 상황이 깨지는 지점에 도달 할 때까지 기다릴 수 있습니다. isfjs의 기부는 관대 한 성격으로 인해 다른 사람들이 활용하는 데 취약 할 수 있습니다. 그들이 보트를 흔들고 자신의 체중을 당기지 않는 사람에게 서기가 어려울 수 있습니다.",ISFJ
"사실, ISFJ는 그들이 직접 직접 대면하는 것보다 다른 사람의 혼란을 정리할 가능성이 가장 높은 성격 유형입니다.섬광. 그들의 환자와 외관 아래에서, ISFJS는 그들이 사랑하는 사람들에 대한 열정적 인 헌신과 충성을 가지고 있습니다.",ISFJ
"때때로, 이러한 성격들조차도 그들의 감정의 강도, 특히 파트너를 보호하고 돌보는 그들의 맹렬한 욕구에 놀랄 수 있습니다.

ISFJS의 감정은 깊이 깊게 진행됩니다.이 성격 유형을 가진 사람들이 파트너에게 얼마나 많은 의미가 있는지 표현하기 위해 단어를 찾기 위해 고군분투 할 수 있습니다. 그러나 그들은 매일 백만 가지 방법으로 그들의 애정을 보여줍니다.",ISFJ
"ISFJS는 항상 사랑하는 사람의 삶을 더 좋고 편리하게 만들고 싶어하는 ISFJ는 가장 일반적인 과제조차도 저녁 식사 요리에서 주말 여행 조직, 진심 어린 사랑의 몸짓으로 변화시킬 수 있습니다.많은 ISFJ는 데이트와 관련하여 주도권을 잡기 위해 고군분투합니다. 누군가에게 물어 보는 것은 거부뿐만 아니라 무언의 사회적 규칙을 위반하는 경향이있는 이러한 성격들에게는 매우 불편할 수 있습니다.",ISFJ
"나쁜 소식은 ISFJS가 갇히게 된 느낌을 줄 수 있고, 관계에 착수하고 싶지만 다른 사람이 첫 번째 움직임을 기다리는 것을 기다릴 수 있다는 것입니다. 관계에서 자신을 찾을 때 ISFJS는 한마디로 헌신적입니다. 이 성격 유형을 가진 사람들은 다른 사람과 시간, 에너지 및 애정을 공유하는 데 큰 성취감을 느끼며 파트너로서 엄청나게주고지지하는 경향이 있습니다.

그들은 관계를 가볍게 받아들이지 않으며, 어려움이 불가피하게 발생하더라도 쉽게 포기하지 않습니다.",ISFJ
"ISFJ 성격은 건강한 장기 관계가 요구하는 노력의 양에 대해 현실적인 감사를 갖는 경향이 있으며, 그들은 소중히 여기는 사람과 지속적인 유대를 구축하는 데 필요한 작업을 기꺼이 넣는 것 이상입니다.생명은 때때로 그들의 마음 속에있는 엄청나게 강한 감정을 보호 할 수 있습니다. 그러므로 이러한 성격을 이별의 상심에서 회복하는 데 비교적 오랜 시간이 걸리거나 특히 고통스러운 불일치까지도 시간이 걸릴 수 있다는 것은 놀라운 일이 아닙니다.",ISFJ
"ISFJS는 자신의 관계에 너무 많은 것을 제공하여 누군가가 누군가가 그들에게 충분한 사랑, 헌신, 존중, 감사를 제공하지 않는다고 믿을 때 깊이 상처를 입을 수 있습니다.

불행히도, ISFJ는 관계를 끊는 것이 어려울 수 있습니다. 이 성격 유형을 가진 사람들은 잘못 배치 된 충성도, 변화에 대한 일반적인 두려움, 또는 어떻게 든 더 나은 문제를 변화시키는 방법을 알아낼 수 있기를 희망하여 매달릴 수 있습니다.

그러나 ISFJ를 관계에서 푸시 오버로 생각하는 것은 실수 일 것입니다.",ISFJ
"이러한 성격은 일반적으로 갈등을 피하려고하지만 모든 종류의 주제에 대한 명확하고 확고한 의견과 선호도가 있습니다. 그리고 그들이 그들의 파트너가 자신의 소원을 존중하지 않는 것처럼 느낄 때, 그들의 억압 된 좌절과 실망은 결국 부정성, 분개 또는 발 뒤꿈치에 갇힌 완고함의 형태로 끓을 수 있습니다.ISFJ 성격이 가장 원하는 것은 파트너의 행복과 복지를 보장하는 것입니다.",ISFJ
"그들이 자신의 필요와 열망에 대한 건강한 관심 으로이 욕망의 균형을 맞추는 한, ISFJS는 항상 꿈꿔 왔던 견고하고 열정적 인 관계를 정확히 즐길 수 있습니다.ISFJ 성격 유형 (수비수)은 다른 사람들이 친구로서 그들에게 끌리는 것은 놀라운 일이 아닙니다. 그러나 그들은 그들의 우정을 소중히 여기고 소중히 간직하지만, 누구와도 유대 관계가 없다는 것을 알지 못합니다.

ISFJ는 사적이며 약간 보호하는 경향이 있습니다.",ISFJ
"결과적으로 새로운 사람에게 열리는 데 시간이 걸릴 수 있습니다. 이것은 왜 대부분의 ISFJ 우정이 야생의 밤에 임의의 만남이 아니라 편안하고 일관된 접촉, 예를 들어 학교 나 직장에서 시작하는 이유를 설명합니다.",ISFJ
"ISFJ 성격은 시간이 지남에 따라 다른 사람과의 관계를 심화시켜 점차 점점 더 많은 것을 공유 할 수있는 기회에 감사합니다. 이것은 자연스러운 욕망이며,이 성격 유형을 가진 사람들이 왜 사려 깊고 신뢰할 수있는 친구로 알려진 이유를 설명하는 데 도움이됩니다.",ISFJ
ISFJ 인물은 다른 사람들이 생각하는 것에 관심을 갖기 때문에 우정을 포함하여 최고의 관계에 최선의 자아를 가져 오려고 노력합니다. 그러나 너무 멀리 복용하면 사람들이 기뻐하는 함정에 빠지게 될 수 있습니다.,ISFJ
"일부 성격 유형은 인기없는 의견을 표현하거나 어색한 질문을 제기하는 데 어려움이 없지만 ISFJ는 아닙니다. 이 성격은 보트를 흔들기를 꺼려합니다. 친구에게 대출금을 상환하도록 요청하거나 다른 사람들이 저녁 식사를 원하는 곳과 동의하지 않는 것을 의미합니다.

대부분의 경우,이 행동은 거부당하는 것에 대한 두려움에서 비롯됩니다.",ISFJ
"대부분의 ISFJ는 작고 꽉 짜인 친구의 친구를 갖는 것이 완벽하게 편안하지만, 그 친구 중 한 명도 비 승인을 위험에 빠뜨리는 아이디어를 싫어합니다. 문제는 시간이 지남에 따라 사람들을 기쁘게하면 이러한 성격이 자신의 감각과 자신의 용어에 대한 결정을 내릴 수있는 능력과 연락을 잃을 수 있다는 것입니다.두껍고 얇은.",ISFJ
"항상 조언, 도움, 안심을 제공 할 준비가되어있는이 성격들은 사람들이 필요할 때 그들에게 그들에게 돌이니다. 실제로, ISFJS는 가장 친한 친구들에 대한 대립을 피하는 자연스러운 경향을 무시하고, 누군가가 자신의 캐릭터를 의문을 가거나 해를 입히는 방식으로 방어에 뛰어들 것입니다.",ISFJ
"이 성격을 가진 사람들 에게이 성격을 진정으로 제공 할 수 있도록 사랑하는 사람들을 위해 나타나는 삶에서 목적의 감각을 제공 할 수 있습니다. 반환에서 ISFJS는 충성과 존경을 간절히 원합니다.하다. 그러나 이러한 많은 성격들이 친구들로부터 검증과 지원을 간절히 원하지만, 필요한 도움을 요청하는 것이 편하지 않을 수도있는 것처럼 너무 자랑스러워하는 경향이 있습니다.",ISFJ
다행스럽게도 시간이 지남에 따라 많은 ISFJS는 관대하고 이타적인 본성을 이용하는 사람이라면 누구나 진정한 친구가 아니라는 것을 알게됩니다. ISFJ 성격 유형을 가진 사람들은 사물이 어떻게“해야하는지에 대한 비전에 첨부 될 수 있습니다. 우정의 세계에서 그들은 의식적 으로든 아니든 그들이 완전히 이타적이어야한다고 믿을 수 있습니다.,ISFJ
그러나 그들이이 기대를 용이하게하면서 친구들의 요구를 스스로 균형을 맞추면 선물의 최대한의 선물을 우정에 가져올 수 있습니다. 이것은 ISFJ가 인생을 더 가치있게 만드는 일종의 의미 있고 지속적인 유대를 즐기는 데 도움이됩니다. ISFJ 성격 유형 (수비수)을 가진 사람들은 부모를 역할뿐만 아니라 부름으로 보는 헌신적이고 책임감있는 부모를 만듭니다.,ISFJ
"ISFJS는 자녀가 자녀가 유능하고 성공적이며 행복 할 수 있도록 안정적인 기초를 제공하는 것을 목표로 자신의 헌신적 인 헌신, 신뢰성 및 일관성을 육아 스타일로 가져옵니다.

그러나 부모와 관련하여 ISFJS는 의무감에 동기를 부여하는 것이 아니라 사랑에 동기를 부여 하며이 사랑의 깊이와 힘은 놀라운 일이 아닙니다. 많은 ISFJ 성격은 육아가 아름다운 새로운 영혼을 세상으로 인도하기 위해 열심히 노력하면서 이타주의, 관대함 및 인내의 선물을 사용할 수 있다고 생각합니다.부모와 자녀의 역할을 명확하게 정의했습니다.",ISFJ
"자녀의 동료 나 가장 친한 친구로 자신을 보지 않고,이 부모는 자신의 역할을보고, 종종 사랑하는 권위자 인 것처럼, 지혜와 가치를 부여하는 사람, 자녀들은 옳고 그름의 차이를 부드럽게 단단히 가르치는 사람입니다.. 자녀들이 독립을 주장하기 위해 자녀 가이 의도 대상 지침과 지원을 철회 할 때 ISFJ 부모에게는 어려울 수 있습니다. 개발의 일환으로, 대부분의 어린이는 경계를 테스트하고, 새로운 일을하는 새로운 방법으로 실험하고, 스스로 선택을하고 싶어하는 지점에 도달하며, 때로는 부모의 조언과 가치에 반하는 것과 관련이 있습니다.

이러한 성격이 초기에 관리하기가 어렵지는 않지만, 자녀들이 청소년기와 청년 성인이되면 의사 결정 스테이크가 훨씬 높아질 때 더 어려움을 겪을 수 있습니다.",ISFJ
"ISFJS의 가치 안정성, 그들은 자녀들이 보안뿐만 아니라 행복을 포함하는“올바른”종류의 미래를 위해 스스로를 세우고 싶어합니다. 자녀가 이런 종류의 미래를 위해 자신을 추적하지 않을까 걱정한다면 ISFJ 부모는 깊이 불안하거나 다소 통제 할 수 있습니다. 불행히도 ISFJ 성격은 자녀를 얼마나 사랑하는지 추적하는 것으로 알려져 있지 않습니다.",ISFJ
이 성격 유형을 가진 부모는 때때로 자녀들이 좋은 방향으로 인식하는 것으로 자녀들을 조종하려는 노력에 무겁을 수도 있다는 것은 사실입니다. 그러나 그들의 자녀가 다른 방식으로 나아가더라도 ISFJ가 그들을 사랑하거나 행복으로가는 길을 찾도록 돕는 것을 멈출 것이라는 의미는 아닙니다. 진실은 육아가 어떤 성격 유형에 대해서도 쉽게도 쉬운 것입니다.그들은 제대로하고 있습니다.,ISFJ
"즉, ISFJ는 돌보는 것뿐만 아니라 그들이 치료를 관리하는 방법에 대해 사려 깊고 책임이 있다는 이점이 있습니다. 종종 이상적인 부모로 여겨지는이 성격 유형을 가진 사람들은 자녀의 안정성, 안보, 그리고 가장 중요한 것은 풍부한 사랑과 지원을 제공 할 수 있습니다., 부지런함과 인내심은 삶의 다른 측면에서 보여줍니다.",ISFJ
이 때문에 그들은 종종 직장의 중추로 여겨집니다. ISFJ는 일반적으로 매우 신뢰할 수 있고 열심히 일하며 항상 필요한 사람들에게 손을 빌릴 준비가되어 있습니다.,ISFJ
"그들은 일을 끝내고 잘 수행하는 데 자부심을 가지고, 코너를 거의 자르거나 시간이 많이 걸리는 작업을 피하려고 노력합니다. 이 흔들리지 않는 직장 윤리는 다른 사람들에게 봉사하고자하는 진정한 욕구와 결합하여 ISFJ 성격의 다양한 경력에서 귀중하게 만듭니다.",ISFJ
"그들은 스스로를 위해 스포트라이트를 찾는 대신 진정으로 다른 사람들을 돕고 고양시키는 것을 즐깁니다. 그러므로 ISFJ 인물이 경쟁력 있고 고압보다는 협력적이고 팀 지향적 인 직장을 찾는 경향이 있다는 것은 놀라운 일이 아닙니다. 자연스러운 겸손으로, 이러한 성격은 다른 사람들의 성장을 촉진 할 수있는 경력에 의해 특히 성취되는 경향이 있습니다.치유와 진보.",ISFJ
"ISFJS의 인내심과 순간에 머무를 수있는 능력은 그들이 봉사하는 사람들의 필요에 대해 엄청나게 조정할 수있게 해줍니다. 교육 요법, 직업 치료, 물리 치료, 의학 및 사회 사업과 마찬가지로 이러한 중요한 ISFJ 강점을 이용하는 경력의 대표적인 예입니다. 비즈니스 카드에서 말하는 것은 중요하지 않습니다.실용적인 방식으로 다른 사람들을 돕는 것에 대한 눈으로 그들의 작업에 접근하십시오.",ISFJ
"ISFJ는 고객 서비스에 탁월한 경향이 있으며, 우려를 듣고, 좌절을 진정시키고, 사물을 분명하게 해결하기위한 특별한 선물로 탁월합니다. ISFJ가 요구하는 사람들의 기술은 또한 인적 자원, IT 지원, 환대, 소매, 사무실 관리, 도서관 과학 및 사람들의 질문에 대답하고 도움을주는 거의 모든 직업으로 잘 해석 될 수 있습니다.지루하고 다각적 인 작업의 얼굴이지만 ISFJ는 아닙니다.",ISFJ
"세부 사항에 대한 주의력은 가장 큰 강점 중 하나입니다. 결과적으로 법, 회계, 데이터 분석 및 연구와 같은 세부 지향 분야는 ISFJS의 골목에 맞춰질 수 있습니다.",ISFJ
"그러나 특히 주목할만한 것은이 작품의 인간 차원과 연결되어있는 방법으로, 스프레드 시트와 메모가 실제 사람들에게 미칠 수있는 영향을 거의 잊지 않습니다.

그들의 많은 선물에도 불구하고, 이러한 성격들은 인정을 요구하거나 승진을 요구하지 않을 것입니다. 전통과 안보에 대한 존중을 감안할 때, ISFJS는 일반적으로 구조화 된 계층 구조를 따라 움직이는 아이디어에 아무런 문제가 없으며, 시간이 옳은시기와시기에 상사가 그들을 홍보 할 것이라고 신뢰합니다.",ISFJ
"그러나 대부분의 환자조차도 그들의 기여가 지속적으로 간과되는 것처럼 보이면 좌절감을 느낄 수 있습니다. ISFJ 성격이 마침내 경영진 역할로 도약 할 때, 그들은 종종 그들의 강점이 응집력 있고 생산적이며 효과적인 팀을 구축하는 데 매우 적합하다는 것을 종종 발견합니다.일이 해결되지 않더라도 그들의 타고난 충성도.",ISFJ
"그러나 그들이 많은 강점과 재능을 높이 평가하고 최대한 활용하는 작업 환경에 자신을 배치하는 한, ISFJS는 그들의 결단력, 정밀성 및 이타 적 에너지를 사용 하여이 세상에서 더욱 선을 더 잘 수행 할 수 있습니다.커리어 사다리, ISFJ 성격 유형 (수비수)을 가진 사람들은 무엇보다도 좋은 서비스와 헌신을하는 목표를 공유합니다. ISFJ 성격은 항상 자신의 친절과 우려에 귀를 기울일 수있는 능력과이를 해결할 수있는 방법을 찾을 수있는 능력에 의존 할 수 있습니다.",ISFJ
"상생 상황은 빵과 버터이며, 다른 성격 유형은 일상적인 도전에 대한 실용적이고 명확한 해상도를 찾는 데있어 만족도와 일치 할 수 없습니다. 직원은 겸손한 헌신의 강점을 보여줍니다. 그들의 인내와 헌신에 의존하고 존경을받은이 성격 유형을 가진 사람들은 실제로 자신의 일에 대한 보상이 필요합니다.",ISFJ
"그리고 그 사람이 약간의 감사를 표현한다면, 훨씬 더 나은 경우에도 ISFJS의 급진적 겸손은 그들을 막을 수 있습니다. 그들은 종종 불필요한 마찰을 일으키거나 Braggart로 보이는 것에 대한 두려움 때문에 자신의 업적을 재생하려는 경향이 있습니다.",ISFJ
"불행히도, 이것은 승진 기회가 올 때 상사가 그들을 간과하기가 너무 쉬워 질 수 있습니다. isfjs의 충성도와 신뢰성은 종종 상사들에게 귀중하게됩니다. 사실, 그들은 상사와 어울리는 것을보고 할 가능성이 가장 높은 성격 유형입니다.",ISFJ
"이는 일반적으로 이러한 성격이 불만없이 자신의 임무를 정확하게 수행 할 수 있다고 신뢰할 수 있기 때문일 수 있습니다. 그러나 그것은 또한 사람들을 알기 위해 기꺼이 노력하는 사려 깊고 따뜻한 사람들이기 때문입니다.

즉, ISFJ 인물의 보트를 흔들려는 혐오감은 시간과 에너지를 피하기 위해 그렇게해야 할 때에도 상사 나 동료를 교정하거나 동의하지 않기 어려울 수 있습니다.",ISFJ
"다행히도, 많은 ISFJ는 부드럽고 비판적이지 않은 방식으로 자신의 의견 (및 수정)을 표현하는 법을 배웁니다. ISFJ의 경우 이상적인 작업 환경은 동료들과 협력하기보다는 동료들과 협력하여 공유 된 사람들과 협력하는 것입니다.일을 끝내는 목표. 밀접하고 지원하는 팀은 ISFJ 성격이 가장 즐기는 것입니다. 헌신과 따뜻함에 의존하는 사람들 사이에서 이타 적 정신을 표현할 수 있습니다.덜 신속한 동료들에 의해 학대 될 수 있습니다.",ISFJ
"ISFJ 동료들이 거절하는 데 어려움을 겪고 있다는 것을 알고 일부 동료들은 필요할 때 도움을 요청하는 대신 책상에 대한 추가 작업을 쌓을 수 있습니다. 그들이 경계를 설정하는 법을 배우지 않는 한,이 성격 유형을 가진 사람들은 부담을 느끼고 스트레스를 받고 이용할 수 있습니다.",ISFJ
"실제로, 그들은 명령을 내리는 것보다 명령을받는 것을 선호하는 경향이 있지만, 대인 관계 기술과 직장 윤리는 실제로 다른 사람들을 관리하는 데 상당히 잘 어울립니다. ISFJ 관리자는 따뜻하고 접근하기 쉬운 경향이 있으며 항상 질문에 대답하고 항상 강화하고 도울 준비가되어 있습니다.",ISFJ
"ISFJ 성격은 다른 사람들과 함께 권력을 행사하려는 실질적인 욕구를 갖지 않고 부하 직원들과 함께 일하는 것을 선호하고, 일을 원활하게 실행하고 갈등을 최소화하는 것을 선호합니다. isfj 관리자는 효율성과 효과에 대해 관리하지만 부하 직원들과 긍정적 인 관계를 유지하는 비용은 그렇지 않습니다. 이 성격 유형을 가진 보스에게는 변화가 어려울 수 있습니다.",ISFJ
"때때로, ISFJ 관리자는 실적이 저조한 직원에게 너무 많은 에너지를 가라 앉힐 수 있지만, 다른 기회가 필요한 사람을 포기하는 실수보다는이 실수를 저지르고 있습니다.",ISFJ
ISFP 성격 유형 (모험가)을 가진 사람들은 반드시 전통적인 의미는 아니지만 진정한 예술가입니다. 이러한 유형의 경우 생명 자체는 자기 표현을위한 캔버스입니다.,ISFP
"그들이 입는 것에서부터 자유 시간을 보내는 방법에 이르기까지, 그들은 독특한 개인으로서 누구인지 생생하게 반영하는 방식으로 행동합니다. 그들의 탐사 정신과 일상 생활에서 기쁨을 찾는 능력으로 ISFP는 당신이 만날 가장 흥미로운 사람들 중 하나 일 수 있습니다.

그들의 공정성과 열린 마음에 의해 주도 된이 성격 유형을 가진 사람들은 전염성있는 격려적인 태도로 삶을 살아갑니다.",ISFP
그들은 가까운 사람들이 자신의 열정을 따르도록 동기를 부여하고 일반적으로 같은 방해받지 않는 열정으로 자신의 이익을 따릅니다. 유일한 아이러니?,ISFP
가정이없고 겸손한 ISFP는 자신을“자신의 일을하는 것”으로 보는 경향이 있으므로 실제로 얼마나 놀라운지를 깨닫지 못할 수도 있습니다. 일부 성격은 엄격한 일정과 루틴에서 번성하지만 ISFP는 아닙니다.,ISFP
"그들은 순간에 그들에게 옳은 느낌을주는 일을 매일 가져가는 것을 선호합니다. 그리고 그들은 예상치 못한 사람들을 위해 그들의 삶에 많은 공간을 남겨 두어야합니다. 결과적으로 가장 소중한 기억의 대부분은 자발적이고 자극적 인 외출과 모험, 그 자체로 또는 사랑하는 사람들과 함께한 것입니다.

이 유연한 사고 방식은 ISFP 성격이 놀랍도록 관용적이고 판단력이 없게 만듭니다.",ISFP
"그들은 진정으로 세상의 다양한 본질에 감사하며, 다른 의견을 가지고 또는 독특한 생활 방식을 연습 할 수있는 사람들을 받아들입니다. 그러므로 사람들이 자신이 누구인지 또는 믿는 것을 바꾸도록 설득하려고하지 않는 것은 놀라운 일이 아닙니다.",ISFP
이 성격 유형을 가진 사람들은 장기 계획을 세우는 데 어려움을 겪을 수 있습니다. 결과적으로 ISFP는 때때로 목표를 달성하는 능력에 대한 흐름적인 견해를 가지고 있으며 종종 다른 사람들을 실망시키는 것에 대해 걱정합니다.,ISFP
그들은 자신의 삶에 약간의 구조를 추가하는 것이 독립적 인 정신을 모호하지 않고 더 유능하고 조직적으로 느끼도록 돕는 데 큰 도움이된다는 것을 알게 될 것입니다. 그들의 관계에서 ISFP는 따뜻하고 친근하며 돌보며 회사에서 온 마음을 즐겁게합니다.그들의 가장 가까운 사랑하는. 그러나 실수하지 마십시오. 그들은 다른 사람들과 사교를 한 후에 에너지를 재충전하기 위해 헌신적 인 시간이 필요합니다.,ISFP
"이 혼자 시간은 이러한 성격들이 자신의 정체성에 대한 감각을 재건 할 수있게하는 것입니다.

창의적이고 자유로운 사람들은이 성격을 가진 사람들이 자신의 드럼 비트로 행진합니다. 그들이 다른 사람들이 생각하는 것에 대해 특별히 걱정하지 않는다고 가정하기는 쉽지만 종종 그렇지는 않습니다.",ISFP
"ISFP는 사려 깊고 지각 적이며 사람들의 무언의 감정과 의견을 선택할 수 있으며, 마음에 들거나 승인하거나 감사하지 않으면 화를 낼 수 있습니다. 그들의 정서적 수용력과 진정으로 민감한 본성은 그들이 다른 사람들을 그렇게 받아들이고 용서하는 경향이있는 이유의 일부일 수 있습니다.",ISFP
"성격 유형이 무언가 (또는 누군가)에게 두 번째 기회를주는 것을 믿는다면 ISFP입니다.

민감성으로 인해 직면 할 수있는 어려움에도 불구하고 ISFP는 현재에 살고 있으며 과거의 상처 나 좌절에 머무를 필요가 없다는 것을 알고 있습니다. 이 성격 유형을 가진 사람들은 사물이 어떻게 다른지에 초점을 맞추기보다는 삶에 대한 옳은 것을 이해할 수있는 놀라운 능력을 가지고 있습니다.",ISFP
"그들이 보는 곳마다, 그들은 다른 사람들이 놓칠 수있는 아름다움과 즐거움의 원천을 찾을 수 있습니다. 그리고이 관점은 그들이 세상과 공유하는 많은 선물 중 하나 일뿐입니다.“라이브와 라이브”태도는 자연스럽게 그들을 좋아하고 인기있게 만듭니다. ISFP는 쉽게 다른 사람들의 감정과 관련하여 조화와 선의를 확립하고 갈등을 최소화 할 수 있도록 도와줍니다.",ISFP
"이 성격 유형을 가진 많은 사람들은 자신의 목소리를 들으면서 다른 사람들의 감정을 인식 할 수 있습니다.이 개인들은 다른 사람들에 대한 이해와 공감을 불러 일으키고 종종 다른 사람들이 표현할 수있는 안전한 공간을 만들도록 도와줍니다.그들의 생각과 감정. 그들은 일반적으로 고무적인 성향을 채택하며, 항상 그들의 열정을 추구 할 때 다른 사람들을 응원 할 준비가되어 있습니다.",ISFP
ISFP는 창의성과 통찰력을 사용하여 사람들의 마음에 말하는 대담한 아이디어를 만들어냅니다. 이력서 에서이 품질을 설명하기는 어렵지만 생생한 상상력과 탐색 적 정신은이 성격 유형을 예상치 못한 방식으로 도와줍니다.,ISFP
"이 성격들이 흥미롭고 흥미로운 무언가에 빠질 때, 그들은 다른 모든 것을 먼지에 남겨 둘 수 있습니다. 전통과 어려운 규칙과 같이 그것을 방해하는 것은 압제감을 만듭니다.",ISFP
이로 인해보다 엄격하게 구조화 된 맥락이 도전 할 수 있습니다. 장기 약속과 계획을 싫어합니다. 미래를위한 계획을 적극적으로 피하는 경향은 낭만적 인 관계에 부담을주고 나중에 인생에서 재정적 어려움을 일으킬 수 있습니다.,ISFP
"상황이 통제 불능 상태가되면, 치아를 깎는 데 유리한 특징적인 매력과 창의성을 잃어 버릴 수 있습니다. ISFP는 기술적 인 문제에 직면 할 때 실습 접근 방식을 구축, 수리 또는 시도하는 유형이 아닙니다.",ISFP
"직접적이고 실제적인 참여보다 관찰하기위한 선호도는 종종 기계적 또는 기술적 문제 해결을 효과적으로 다루지 않게되며 기술을 정량화 할 것을 요구했지만 ISFP 성격의 민감도와 탐험에 대한 강점과 관련이 있습니다. 그들의 노력은 너무 자주 해고되고, 특히 초기에 아프고 피해를 입 힙니다.",ISFP
"이 개인들은 강력한 지원이없는 Naysayers를 믿기 시작할 수 있습니다. ISFP 성격 유형 (모험가)을 가진 사람들은 상당히 신비 롭고 알기가 어려울 수 있습니다. 매우 감정적 인 개인이지만, 그들은이 민감한 코어를 신중하게 보호하며, 표현보다 듣는 것을 선호합니다.",ISFP
"그들은 대신 파트너에게 초점을 맞추고 자신의 감정으로 상황의 분위기를 지시하는 데 거의 관심이 없습니다. 이것은 때때로 실망 스러울 수 있지만, 그들이 누구인지에 대해 받아 들여지면, ISFP는 따뜻하고 열정적 인 파트너로 판명되며, 그들의 관계가 꽃을 피우면, 그들의 파트너는 생동감과 자발성을 찾게됩니다.",ISFP
"이 성격 유형은 훌륭한 장기 플래너가 아닐 수도 있으며, 논리와 전략에있어서 파트너가 리드를 선호하는 것을 선호하지만 현재는 현재해야 할 일이 거의 없어집니다. 배려와 충성스러운 ISFP는 재미있는 방법으로 파트너를 놀라게하는 방법을 찾는 것을 좋아합니다.

예측할 수없는 것에 대한 실용성도 있습니다. 누군가가 갑자기 독감을 애정의 몸짓으로 얻은 파트너와 함께 집에 머무르기 위해 계획된 여행을 취소하려면 ISFP입니다.",ISFP
"파트너와 함께 시간을 보내는 것은 이러한 성격들이 실제로 즐기는 것이며, 파트너가 자신이 돌보고 특별하다는 것을 알기를 원합니다. ISFP 성격을 위해서는 파트너가 사랑과 관심이 가치가 있음을 분명히하는 것이 중요합니다. 그들은 직접적인 감사를 구할 가능성이 거의 없지만,보고 감사하지 않으면 자신의 감정을 상하게 할 수 있습니다.",ISFP
"이러한 표현은 구두가 될 필요는 없습니다. ISFP는 말 이상의 행동을 믿지만 자신의 감정이 공유된다는 것을 알고 있어야합니다. 스펙트럼의 반대편에는 비판과 갈등에 더 취약한 유형이 거의 없으며 특정 수준의 정서적 지원을 제공해야합니다.

그들이 감사하다고 느끼면, 그들은 어떤 식 으로든 그들이 어떻게 알고 있는지에 대해 상환하는 것 이상입니다.",ISFP
"ISFP 성격 유형을 가진 사람들은 매우 관능적입니다. 그들은 공개적으로 부끄러워 할 수도 있지만, 그들이 신뢰하는 파트너와 함께 혼자서 마스크가 나옵니다.신선한 가능성을 향한 것이지만 필요합니다.",ISFP
"ISFP 성격은 어떤 것도 강요받지 않아야하며, 장기적인 약속을 서두르는 것은 그들을 놀라게하는 확실한 방법입니다. 그들이 궁금해하는 느낌이 들지 않으면“다음은 무엇입니까?”매일 아침, 그들은“요점이 무엇입니까?”라고 궁금해 할 것입니다.

그럼에도 불구하고 계획으로 기술을 개발하는 것은 ISFP 성격 유형을 가진 사람들에게 건강한 성장 영역이 될 수 있습니다.",ISFP
"ISFP 성격 유형 (모험가)을 가진 사람들은 호기심, 열린 마음, 및 열린 마음, 및 마음에 접근하는 것처럼 우정에 접근하는 것과 같은 그들의 감정을 표명하고 더 명확하게 의사 소통하는 것에 대해 조금 더 편안하게 배우는 것입니다.개성에 대한 예리한 감사. 그들은 가장 높은 최고 기간 동안 당신을 응원하고 가장 낮은 최저점에서 어깨를 제공하는 친구입니다.",ISFP
정서적 신호를 받고 감정을 이해하는 데 능숙 함은 위기 나 혼란의시기에 안심할 수있는 존재와 듣기 귀를 제공하는 매우 공감적인 친구가 될 수 있습니다.약. 그들은 논쟁이나 구조화 된 장기 계획으로 일을하지 않을 것입니다.,ISFP
여기와 지금은 중요한 것입니다. 그들은 친구들과 함께 캐주얼하고 재미있는 활동을하는 것을 좋아합니다. isfp 성격은 말이 아니라 행동을 믿습니다.,ISFP
행동에 대한 열정은 새로운 사람들을 만나는 데 수줍음을 극복하는 데 도움이되기 때문에 그들에게 축복입니다. ISFP는 일반적으로 매우 예약되고 민감합니다.,ISFP
